,Provincia,Partido,Localidad,ADSL_x,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Población,ADSL_y,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
2526,Santa fe,General López,Chapuy,0,1,0,0,0,0,0,0,1,571,--,SI,--,--,--,--,SI,SI,SI,82042070.0,-33.8005299368969,-61.7440181936851
2527,Santa fe,General López,Chovet,0,1,0,0,0,2,0,0,3,2101,--,SI,--,--,SI,--,SI,SI,SI,82042080.0,-33.6007825133126,-61.6046646604986
2528,Santa fe,General López,Christophersen,0,0,0,15,0,0,0,78,93,499,--,--,--,SI,--,SI,SI,--,SI,82042090.0,-34.1846191181657,-62.0235323680591
2529,Santa fe,General López,Diego de Alvear,206,0,0,64,0,0,0,108,378,1855,SI,--,--,SI,--,SI,SI,SI,SI,82042100.0,-34.3743429234538,-62.1289273623308
2530,Santa fe,General López,Elortondo,486,1290,0,0,0,0,0,70,1846,5632,SI,SI,--,--,--,SI,SI,SI,SI,82042110.0,-33.7016560168056,-61.6163727056605
2531,Santa fe,General López,Firmat,276,1483,0,3316,0,0,0,0,5075,19757,SI,SI,--,SI,--,--,SI,SI,SI,82042120.0,-33.4580496833225,-61.4914525089409
2532,Santa fe,General López,Hughes,0,0,0,1391,0,0,0,0,1391,4598,--,--,--,SI,--,--,SI,SI,SI,82042130.0,-33.8028556653324,-61.3358033222625
2533,Santa fe,General López,La Chispa,0,0,0,0,0,0,0,71,71,352,--,--,--,--,--,SI,SI,--,--,82042140.0,-33.5446704008322,-61.9736324283312
2534,Santa fe,General López,Maggiolo,78,0,0,0,1,0,0,50,129,1701,SI,--,--,--,--,SI,SI,SI,SI,82042170.0,-33.7244236308417,-62.2478391856324
2535,Santa fe,General López,María Teresa,21,1042,0,0,1,0,0,30,1094,3523,SI,SI,--,--,--,SI,SI,SI,SI,82042180.0,-34.0062849828557,-61.900439675435
2536,Santa fe,General López,Melincué (Est. San Urbano),0,0,0,0,0,0,0,201,201,2139,--,--,--,--,--,SI,SI,SI,SI,82042190.0,-33.6619144262235,-61.4576887408087
2537,Santa fe,General López,Miguel Torres,0,1,0,0,0,0,0,0,1,373,--,SI,--,--,--,--,--,--,--,82042200.0,-33.5299502620402,-61.4662068731284
2538,Santa fe,General López,Murphy,0,0,0,717,0,0,0,0,717,3630,--,--,--,SI,--,--,SI,SI,SI,82042210.0,-33.6428623685969,-61.8577974691015
2539,Santa fe,General López,Rufino,1243,47,0,5953,0,0,0,0,7243,18727,SI,SI,--,SI,--,--,SI,SI,SI,82042220.0,-34.2636098414032,-62.7117038844931
2540,Santa fe,General López,San Eduardo,152,0,0,153,0,0,0,0,305,928,SI,--,--,SI,--,--,SI,--,SI,82042230.0,-33.8723970130663,-62.0917158307714
2541,Santa fe,General López,San Francisco de Santa Fe,0,0,0,45,0,1,0,0,46,279,--,--,--,SI,SI,--,SI,--,SI,82042240.0,-33.5905400040189,-62.1244693933144
2542,Santa fe,General López,San Gregorio,43,0,0,1013,0,0,0,118,1174,4291,SI,--,--,SI,--,SI,SI,SI,SI,82042250.0,-34.3265186547551,-62.0379529693876
2543,Santa fe,General López,Sancti Spiritu,294,0,0,158,0,1,0,605,1058,3433,SI,--,--,SI,SI,SI,SI,SI,SI,82042260.0,-34.0095285599362,-62.2424503438155
2544,Santa fe,General López,Santa Isabel,198,0,0,1149,0,1,0,0,1348,4266,SI,--,--,SI,SI,--,SI,SI,SI,82042270.0,-33.8894892658382,-61.6965906556385
2545,Santa fe,General López,Teodelina,0,935,0,0,0,0,0,165,1100,5933,--,SI,--,--,--,SI,SI,SI,SI,82042280.0,-34.1916130913817,-61.5272264570788
2546,Santa fe,General López,Venado Tuerto,1968,17646,0,1465,380,0,0,79,21538,75437,SI,SI,--,SI,--,SI,SI,SI,SI,82042290.0,-33.747315292187,-61.9695358692001
2547,Santa fe,General López,Villa Cañás,666,1195,0,839,4,0,0,171,2875,8821,SI,SI,--,SI,--,SI,SI,SI,SI,82042300.0,-34.0061339956012,-61.6063880455097
2548,Santa fe,General López,Wheelwright,0,1136,0,1,0,1,0,299,1437,5733,--,SI,--,SI,SI,SI,SI,SI,SI,82042310.0,-33.7942942799185,-61.2114409469748
2549,Santa fe,General López,Labordeboy,215,0,0,0,0,0,0,0,215,928,SI,--,--,--,--,--,SI,--,SI,82042150.0,-33.7196527453715,-61.3149208168028
2550,Santa fe,General Obligado,Avellaneda (Est. Ewald),3,15,0,3692,750,0,0,1141,5601,23341,SI,--,--,SI,--,SI,SI,SI,SI,82049020.0,-29.1193659780886,-59.6592512444638
2551,Santa fe,General Obligado,Berna,0,0,0,0,10,0,0,48,58,629,--,--,--,--,--,SI,SI,--,SI,82049030.0,-29.2752681077911,-59.8472221836471
2552,Santa fe,General Obligado,El Araza,0,0,0,0,0,0,0,126,126,550,--,--,--,--,--,SI,SI,--,SI,82049040.0,-29.1334936783763,-59.9473145917686
2553,Santa fe,General Obligado,El Rabón,0,65,0,0,0,1,0,99,165,865,--,SI,--,--,SI,SI,--,--,SI,82049050.0,-28.2302084157377,-59.2639844821107
2554,Santa fe,General Obligado,Florencia,261,136,0,0,0,1,0,188,586,5982,SI,SI,--,--,SI,SI,SI,SI,SI,82049060.0,-28.0427359947317,-59.2187469070082
2555,Santa fe,General Obligado,Guadalupe Norte,86,0,0,0,0,0,0,0,86,654,SI,--,--,--,--,--,SI,--,SI,82049070.0,-28.9453022044499,-59.5634151929235
2556,Santa fe,General Obligado,Ingeniero Chanourdie,0,0,0,0,0,1,0,85,86,319,--,--,--,--,SI,SI,SI,--,--,82049080.0,-28.759813885955,-59.5772324985847
2557,Santa fe,General Obligado,La Isleta,0,0,0,0,0,1,0,0,1,210,--,--,--,--,SI,--,--,--,--,82049090.0,-28.493935731005,-59.2950745667521
2558,Santa fe,General Obligado,La Sarita,0,0,0,0,0,0,0,85,85,483,--,--,--,--,--,SI,SI,--,SI,82049100.0,-28.9728525913241,-59.8484991818248
2559,Santa fe,General Obligado,Las Garzas,92,0,0,0,0,0,0,0,92,1123,SI,--,--,--,--,--,SI,--,SI,82049120.0,-28.8490101824631,-59.5005781021303
2560,Santa fe,General Obligado,Las Toscas,517,1045,0,190,0,1,0,493,2246,10838,SI,SI,--,SI,SI,SI,SI,SI,SI,82049130.0,-28.3540749299597,-59.2595521000375
2561,Santa fe,General Obligado,Los Laureles,0,0,0,0,20,0,0,0,20,364,--,--,--,--,--,--,SI,--,SI,82049140.0,-29.3701211027814,-59.7378677770758
2562,Santa fe,General Obligado,Malabrigo,653,924,0,0,160,0,0,91,1828,6734,SI,SI,--,--,--,SI,SI,SI,SI,82049150.0,-29.3506755184496,-59.9705883109423
2563,Santa fe,General Obligado,Paraje San Manuel,0,0,0,0,0,1,0,0,1,164,--,--,--,--,SI,--,SI,--,--,82049160.0,-28.8716623885107,-59.86560439575
2564,Santa fe,General Obligado,Reconquista,1756,14307,1,7054,800,2,0,2839,26759,70549,SI,SI,SI,SI,SI,SI,SI,SI,SI,82049180.0,-29.1451468389264,-59.6510730563582
2565,Santa fe,General Obligado,San Antonio de Obligado,121,132,0,0,0,6,0,5,264,2579,SI,SI,--,--,SI,SI,SI,--,SI,82049190.0,-28.3823470938865,-59.2645742897512
2566,Santa fe,General Obligado,Tacuarendí (Emb. Kilómetro 421),95,115,0,0,0,0,0,3,213,2586,SI,SI,--,--,--,SI,SI,SI,SI,82049200.0,-28.4202062467088,-59.2556740044459
2567,Santa fe,General Obligado,Villa Ana,0,0,0,0,0,1,0,0,1,2696,--,--,--,--,SI,--,SI,--,SI,82049210.0,-28.4933207178133,-59.6141214862397
2568,Santa fe,General Obligado,Villa Guillermina,167,173,0,0,0,1,0,89,430,4555,SI,SI,--,--,SI,SI,SI,SI,SI,82049220.0,-28.2450754331528,-59.4547598305134
2569,Santa fe,General Obligado,Villa Ocampo,2009,1613,0,16,29,1,0,0,3668,15037,SI,SI,--,--,SI,--,SI,SI,SI,82049230.0,-28.4904509578913,-59.3587641281681
2570,Santa fe,General Obligado,Lanteri,0,0,0,0,0,0,0,300,300,907,--,--,--,--,--,SI,SI,SI,SI,82049110.0,-28.8429706211446,-59.6379287718138
2571,Santa fe,General Obligado,Arroyo Ceibal,0,0,0,0,0,0,0,108,108,622,--,--,--,--,--,SI,SI,--,SI,82049010.0,-28.7250869970621,-59.4804164807602
2572,Santa fe,Iriondo,Barrio Cicarelli,0,0,0,0,0,0,0,9,9,28,--,--,--,--,--,SI,--,--,--,82056010.0,-32.6103776107001,-61.3244409322018
2573,Santa fe,Iriondo,Bustinza,287,0,0,6,0,0,0,90,383,1098,SI,--,--,SI,--,SI,SI,--,SI,82056020.0,-32.7399961772877,-61.2915869736645
2574,Santa fe,Iriondo,Cañada de Gómez,1176,7259,0,329,0,0,0,411,9175,29205,SI,SI,--,SI,--,SI,SI,SI,SI,82056030.0,-32.8166867292145,-61.3899661468272
2575,Santa fe,Iriondo,Carrizales (Est. Clarke),489,17,0,0,0,0,0,0,506,1041,SI,SI,--,--,--,--,SI,--,SI,82056040.0,-32.5112871642714,-61.0305147885477
2576,Santa fe,Iriondo,Classon,0,0,0,138,0,0,0,21,159,484,--,--,--,SI,--,SI,SI,SI,SI,82056050.0,-32.4634203095763,-61.2910434085442
2577,Santa fe,Iriondo,Colonia Médici,0,0,0,0,0,0,0,12,12,13,--,--,--,--,--,SI,--,--,--,82056060.0,-32.5988903254118,-61.3767121670301
2578,Santa fe,Iriondo,Correa,109,1063,0,572,1,0,0,23,1768,5792,SI,SI,--,SI,--,SI,SI,SI,SI,82056070.0,-32.8494610803638,-61.2545569082818
2579,Santa fe,Iriondo,Larguía,0,0,0,0,0,0,0,7,7,54,--,--,--,--,--,SI,--,--,--,82056080.0,-32.5491600036652,-61.2170944213123
2580,Santa fe,Iriondo,Lucio V. López,0,5,0,0,0,0,0,31,36,485,--,SI,--,--,--,SI,SI,--,SI,82056090.0,-32.7145757,-61.0180654
2581,Santa fe,Iriondo,Oliveros,2000,0,0,1360,0,1,0,0,3361,3800,SI,--,--,SI,SI,--,--,SI,SI,82056100.0,-32.5758215248523,-60.8553515331513
2582,Santa fe,Iriondo,Pueblo Andino,0,756,0,0,0,0,0,414,1170,1784,--,SI,--,--,--,SI,SI,SI,SI,82056110.0,-32.6717914164971,-60.8761806736397
2583,Santa fe,Iriondo,Salto Grande,493,0,0,0,0,0,0,89,582,1944,SI,--,--,--,--,SI,SI,SI,SI,82056120.0,-32.6680220468782,-61.0890486524519
2584,Santa fe,Iriondo,Serodino,215,0,0,12,0,0,0,113,340,3263,SI,--,--,SI,--,SI,SI,--,SI,82056130.0,-32.6055740792488,-60.9481762653391
2585,Santa fe,Iriondo,Totoras,501,0,0,920,0,0,0,131,1552,9054,SI,--,--,SI,--,SI,SI,SI,SI,82056140.0,-32.5863515505869,-61.1673292562769
2586,Santa fe,Iriondo,Villa Eloísa,563,0,0,457,0,0,0,81,1101,2820,SI,--,--,SI,--,SI,SI,SI,SI,82056150.0,-32.9643241574442,-61.5478333256653
2587,Santa fe,Iriondo,Villa La Rivera (Oliveros),0,0,0,0,0,0,0,37,37,82,--,--,--,--,--,SI,--,--,--,82056160.0,-32.633431229414,-60.8208776739619
2588,Santa fe,Iriondo,Villa La Rivera (Pueblo Andino),92,0,0,0,0,2,0,26,120,326,--,--,--,--,SI,SI,--,--,--,82056170.0,-32.6413858836004,-60.8234183677952
2589,Santa fe,La Capital,Angel Gallardo,0,0,0,0,0,0,0,27,27,856,--,--,--,--,--,SI,--,SI,SI,82063010.0,-31.5551884917333,-60.6783108244693
2590,Santa fe,La Capital,Arroyo Aguiar,101,0,0,0,0,2,0,38,141,751,SI,--,--,--,SI,SI,SI,--,SI,82063020.0,-31.4322203707863,-60.6676588774069
2591,Santa fe,La Capital,Arroyo Leyes,0,1115,0,88,0,0,0,106,1309,2420,--,SI,--,SI,--,SI,--,--,SI,82063030.0,-31.5577005393669,-60.5166665613111
2592,Santa fe,La Capital,Cabal,0,0,0,0,0,0,0,13,13,54,--,--,--,--,--,SI,--,--,--,82063040.0,-31.1039907773825,-60.7271526484511
2593,Santa fe,La Capital,Candioti,0,0,0,251,0,0,0,1,252,888,--,--,--,SI,--,SI,SI,--,SI,82063060.0,-31.3995244031815,-60.7491149288676
2594,Santa fe,La Capital,Emilia,101,0,0,153,0,0,0,1,255,691,SI,--,--,SI,--,SI,SI,--,SI,82063070.0,-31.0610951750412,-60.7464379477764
2595,Santa fe,La Capital,Laguna Paiva,1821,0,0,0,0,0,0,76,1897,12334,SI,--,--,--,--,SI,SI,SI,SI,82063080.0,-31.3092619266382,-60.6607816085928
2596,Santa fe,La Capital,Llambi Campbell,187,0,0,0,73,0,0,186,446,2260,SI,--,--,--,--,SI,SI,SI,SI,82063090.0,-31.1862574038904,-60.7484785939749
2597,Santa fe,La Capital,Monte Vera,261,0,0,0,0,3,0,0,264,5726,SI,--,--,--,SI,--,SI,SI,SI,82063100.0,-31.5184864327594,-60.6780997937426
2598,Santa fe,La Capital,Nelson,387,0,0,1,3,0,0,69,460,4206,SI,--,--,SI,--,SI,SI,SI,SI,82063110.0,-31.2670754515365,-60.7621355398529
2599,Santa fe,La Capital,Recreo,1036,32,0,0,0,0,0,275,1343,12774,SI,SI,--,--,--,SI,SI,SI,SI,82063140.0,-31.4935807560402,-60.735411088708
2600,Santa fe,La Capital,San José del Rincón,1533,2329,0,504,0,1,0,0,4367,10176,SI,SI,--,SI,SI,--,SI,SI,SI,82063160.0,-31.6061471114691,-60.569631684875
2601,Santa fe,La Capital,Santa Fe,18196,63471,32,44573,1832,9,0,115,128228,391164,SI,SI,SI,SI,SI,SI,SI,SI,SI,82063170.0,-31.645164805431,-60.7093147118987
2602,Santa fe,La Capital,Santo Tomé,13,13,0,428,11,0,0,469,934,65684,SI,SI,--,SI,--,SI,SI,SI,SI,82063180.0,-31.6648423299398,-60.7626399841519
2603,Santa fe,La Capital,Sauce Viejo,964,0,0,170,0,0,0,77,1211,7953,SI,--,--,SI,--,SI,SI,SI,SI,82063190.0,-31.7630683465248,-60.8898606108667
2604,Santa fe,Las Colonias,Cavour,0,0,0,0,0,0,0,3,3,137,--,--,--,--,--,SI,SI,--,--,82070010.0,-31.3666330323604,-61.0172254853249
2605,Santa fe,Las Colonias,Cululú,0,0,0,0,0,0,0,24,24,97,--,--,--,--,--,SI,SI,--,--,82070020.0,-31.2053110846326,-60.9314003415917
2606,Santa fe,Las Colonias,Elisa,0,0,0,235,0,0,0,0,235,1490,--,--,--,SI,--,--,SI,--,SI,82070030.0,-30.6980797094538,-61.0487593646417
2607,Santa fe,Las Colonias,Empalme San Carlos,0,0,0,0,0,0,0,13,13,125,--,--,--,--,--,SI,SI,--,SI,82070040.0,-31.5487780871674,-60.8127223355579
2608,Santa fe,Las Colonias,Esperanza,1732,8254,0,26,0,5,0,420,10437,40145,SI,SI,--,SI,SI,SI,SI,SI,SI,82070050.0,-31.4505966144136,-60.9310068119638
2609,Santa fe,Las Colonias,Felicia,0,0,0,0,0,0,0,443,443,1788,--,--,--,--,--,SI,SI,SI,SI,82070060.0,-31.246393987915,-61.2128816673977
2610,Santa fe,Las Colonias,Franck,165,0,0,162,0,0,0,101,428,5109,SI,--,--,SI,--,SI,SI,SI,SI,82070070.0,-31.5888736174502,-60.9388945830321
2611,Santa fe,Las Colonias,Grutly,93,0,0,0,0,0,0,21,114,545,SI,--,--,--,--,SI,SI,--,SI,82070080.0,-31.2705026899597,-61.0727542695818
2612,Santa fe,Las Colonias,Hipatia,0,0,0,0,0,0,0,53,53,310,--,--,--,--,--,SI,--,--,--,82070090.0,-31.1282518725208,-61.0327676754247
2613,Santa fe,Las Colonias,Humboldt,273,0,0,24,2,0,0,195,494,3999,SI,--,--,SI,--,SI,SI,SI,SI,82070100.0,-31.4009210645041,-61.0825515659905
2614,Santa fe,Las Colonias,La Pelada,0,0,0,80,0,0,0,96,176,1037,--,--,--,SI,--,SI,SI,--,SI,82070120.0,-30.8679477693336,-60.9718116807155
2615,Santa fe,Las Colonias,Las Tunas,3,0,0,108,0,1,0,0,112,360,SI,--,--,SI,SI,--,SI,SI,SI,82070130.0,-31.5722370638803,-60.9959287992772
2616,Santa fe,Las Colonias,María Luisa,0,0,0,0,0,0,0,167,167,579,--,--,--,--,--,SI,SI,--,SI,82070140.0,-31.0126440481519,-60.9114327492504
2617,Santa fe,Las Colonias,Matilde,87,0,0,0,0,0,0,68,155,754,SI,--,--,--,--,SI,SI,--,SI,82070150.0,-31.7932160880623,-60.9818059784844
2618,Santa fe,Las Colonias,Nuevo Torino,78,0,0,0,72,0,0,5,155,425,SI,--,--,--,--,SI,--,--,SI,82070160.0,-31.3468823835409,-61.235725734005
2619,Santa fe,Las Colonias,Pilar,112,0,0,10,0,0,0,2,124,4705,SI,--,--,SI,--,SI,SI,SI,SI,82070170.0,-31.442015817123,-61.2600249614063
2620,Santa fe,Las Colonias,Progreso,0,0,0,0,0,0,0,621,621,2118,--,--,--,--,--,SI,SI,SI,SI,82070190.0,-31.1397689545802,-60.990254156931
2621,Santa fe,Las Colonias,Providencia,0,0,0,0,0,0,0,135,135,663,--,--,--,--,--,SI,SI,--,SI,82070200.0,-30.9845868369063,-61.0218281498813
2622,Santa fe,Las Colonias,Sa Pereyra,54,0,0,0,0,0,0,3,57,1533,SI,--,--,--,--,SI,SI,--,--,82070210.0,-31.5721513951563,-61.3782231110791
2623,Santa fe,Las Colonias,San Agustín,0,0,0,0,0,0,0,83,83,630,--,--,--,--,--,SI,SI,SI,SI,82070220.0,-31.6847778866246,-60.9413147450231
2624,Santa fe,Las Colonias,San Carlos Centro,386,3998,0,2,0,0,0,34,4420,10717,SI,SI,--,SI,--,SI,SI,SI,SI,82070230.0,-31.7284179989089,-61.0913957859145
2625,Santa fe,Las Colonias,San Carlos Norte,0,228,0,0,0,0,0,152,380,812,--,SI,--,SI,--,SI,SI,--,SI,82070240.0,-31.6743105766747,-61.0762585195433
2626,Santa fe,Las Colonias,San Carlos Sud,30,676,0,0,0,0,0,9,715,1927,SI,SI,--,SI,--,SI,SI,SI,SI,82070250.0,-31.7575954064363,-61.1007514980914
2627,Santa fe,Las Colonias,San Jerónimo del Sauce,0,0,0,119,0,0,0,0,119,742,--,--,--,SI,--,SI,SI,SI,SI,82070260.0,-31.6112124759047,-61.1425180717315
2628,Santa fe,Las Colonias,San Jerónimo Norte,191,0,0,1622,0,0,0,261,2074,5962,SI,--,--,SI,--,SI,SI,SI,SI,82070270.0,-31.5545316682675,-61.078514153956
2629,Santa fe,Las Colonias,Santa Clara de Buena Vista,0,668,0,0,0,0,0,0,668,2540,--,SI,--,--,--,--,SI,SI,SI,82070290.0,-31.7657963305203,-61.3210236384566
2630,Santa fe,Las Colonias,Santo Domingo,0,0,0,0,0,0,0,255,255,1470,--,--,--,--,--,SI,SI,--,SI,82070300.0,-31.1222768363914,-60.8888854567848
2631,Santa fe,Rosario,Acebal,185,1415,0,36,61,0,0,140,1837,4969,SI,SI,--,SI,--,SI,SI,--,SI,82084010.0,-33.2436505576999,-60.837195481459
2632,Santa fe,Rosario,Álvarez,47,1393,0,2,134,0,0,0,1576,5417,SI,SI,--,SI,--,--,SI,SI,SI,82084030.0,-33.1306253585247,-60.8039626859935
2633,Santa fe,Rosario,Alvear,1912,3055,0,253,0,0,0,16,5236,2402,SI,SI,--,SI,--,SI,SI,--,SI,82084040.0,-33.0614584695641,-60.6159765613734
2634,Santa fe,Rosario,Arminda,0,86,0,0,40,0,0,0,126,288,--,SI,--,--,--,--,SI,--,--,82084060.0,-33.2658615254501,-60.9669188397385
2635,Santa fe,Rosario,Arroyo Seco,1966,3417,0,2,0,0,0,11,5396,20620,SI,SI,--,SI,--,SI,SI,SI,SI,82084070.0,-33.1560225761175,-60.5101308080247
2636,Santa fe,Rosario,Carmen del Sauce,0,3,0,180,0,0,0,22,205,531,--,SI,--,SI,--,SI,--,--,SI,82084080.0,-33.2376879120566,-60.8118679160701
2637,Santa fe,Rosario,Coronel Bogado,415,0,0,178,0,0,0,0,593,2204,SI,--,--,SI,--,--,SI,--,SI,82084090.0,-33.3175115859048,-60.6036347878573
2638,Santa fe,Rosario,Cuatro Esquinas,0,0,0,48,0,0,0,0,48,174,--,--,--,SI,--,--,--,--,--,82084110.0,-33.2466228889596,-60.7649740219949
2639,Santa fe,Rosario,El Caramelo,71,0,0,497,0,0,0,0,568,155,SI,--,--,SI,--,--,SI,--,--,82084120.0,-33.1288733975401,-60.7130394393533
2640,Santa fe,Rosario,Fighiera,342,0,0,0,0,0,0,258,600,4034,SI,--,--,--,--,SI,SI,SI,SI,82084130.0,-33.1950187794417,-60.4706038463519
2641,Santa fe,Rosario,Funes,4523,5934,1,2457,0,1,0,100,13016,23281,SI,SI,--,SI,SI,SI,SI,SI,SI,82084140.0,-32.922782783063,-60.8121802825957
2642,Santa fe,Rosario,General Lagos,400,0,0,1,1,1,0,140,543,3419,SI,--,--,SI,SI,SI,SI,SI,SI,82084150.0,-33.1121588884353,-60.5665737837063
2643,Santa fe,Rosario,Granadero Baigorria,0,4109,0,8,2,0,0,676,4795,36994,--,SI,--,SI,--,SI,SI,SI,SI,82084160.0,-32.8613641656775,-60.7062159770827
2644,Santa fe,Rosario,Ibarlucea,0,692,0,728,0,0,0,415,1835,3698,--,SI,--,SI,--,SI,SI,SI,SI,82084170.0,-32.8512561304404,-60.7884936646076
2645,Santa fe,Rosario,Pérez,2894,0,0,114,0,10,0,6,3024,26448,SI,--,--,SI,SI,SI,SI,SI,SI,82084210.0,-32.99881116903,-60.7721592101064
2646,Santa fe,Rosario,Piñero (Est. Erasto),0,181,0,1,55,0,0,0,237,1146,--,SI,--,SI,--,--,--,--,SI,82084220.0,-33.1112071010784,-60.7964961630631
2647,Santa fe,Rosario,Pueblo Esther,241,0,0,611,0,1,0,0,853,6789,SI,--,--,SI,SI,--,SI,SI,SI,82084230.0,-33.0730969403696,-60.5789195429283
2648,Santa fe,Rosario,Pueblo Muñoz (Est. Bernard),0,118,0,0,54,0,0,0,172,497,--,SI,--,--,--,--,SI,--,SI,82084240.0,-33.1744833504332,-60.8971398400989
2649,Santa fe,Rosario,Pueblo Uranga,29,0,0,162,0,0,0,52,243,856,SI,--,--,SI,--,SI,SI,--,SI,82084250.0,-33.2645299958204,-60.7083345859989
2650,Santa fe,Rosario,Puerto Arroyo Seco,0,0,0,0,25,0,0,0,25,413,--,--,--,--,--,--,--,--,SI,82084260.0,-33.1315113496399,-60.5078884705177
2651,Santa fe,Rosario,Rosario,37272,183452,74,104073,218,1,0,5228,330318,948312,SI,SI,SI,SI,SI,SI,SI,SI,SI,82084270.0,-32.9538142575214,-60.6515379354516
2652,Santa fe,Rosario,Soldini,116,780,0,0,86,0,0,0,982,2577,SI,SI,--,--,--,--,SI,SI,SI,82084280.0,-33.0239868445344,-60.7561883192345
2653,Santa fe,Rosario,Villa Amelia,172,109,0,2,0,0,0,2,285,835,SI,SI,--,SI,--,SI,SI,--,--,82084290.0,-33.1771929125315,-60.6677297311463
2654,Santa fe,Rosario,Villa del Plata,0,0,0,231,101,0,0,0,332,259,--,--,--,SI,--,--,SI,--,--,82084300.0,-33.1271769621356,-60.7090282248961
2655,Santa fe,Rosario,Villa Gobernador Gálvez,6752,17,0,1540,4987,0,0,35,13331,80769,SI,SI,--,SI,--,SI,SI,SI,SI,82084310.0,-33.0224078611601,-60.6336422555152
2656,Santa fe,Rosario,Zavalla,710,932,0,0,0,0,0,95,1737,4966,SI,SI,--,--,--,SI,SI,SI,SI,82084320.0,-33.0215698285974,-60.879303488531
2657,Santa fe,Rosario,Albarellos,0,0,0,0,0,0,0,20,20,253,--,--,--,--,--,SI,SI,--,--,82084020.0,-33.2413031665306,-60.6365751407418
2658,Santa fe,Rosario,Coronel Rodolfo S. Domínguez,0,318,0,0,0,0,0,0,318,796,--,SI,--,--,--,--,SI,SI,SI,82084100.0,-33.1854760061025,-60.7228633313771
2659,Santa fe,Rosario,Kilómetro 101,0,0,0,0,0,2,0,1,3,36,--,--,--,--,SI,SI,--,SI,SI,82084180.0,-33.060584803082,-60.6856440118334
2660,Santa fe,Rosario,Arbilla,30,0,0,0,0,0,0,0,30,427,SI,--,--,--,--,--,--,--,--,82084050.0,-33.0919516648506,-60.6993159324653
2661,Santa fe,Rosario,Monte Flores,8,0,0,0,0,0,0,0,8,166,SI,--,--,SI,--,--,--,SI,SI,82084200.0,-33.0800073993365,-60.6355226681116
2662,Santa fe,San Cristóbal,Aguará Grande,0,0,0,0,0,1,0,2,3,96,--,--,--,--,SI,SI,--,--,--,82091010.0,-30.1093090599224,-60.9437539322397
2663,Santa fe,San Cristóbal,Ambrosetti,0,0,0,0,0,1,0,84,85,905,--,--,--,--,SI,SI,SI,--,SI,82091020.0,-30.016999568893,-61.5765785011442
2664,Santa fe,San Cristóbal,Arrufo,155,166,0,116,0,0,0,0,437,1764,SI,SI,--,SI,--,--,SI,SI,SI,82091030.0,-30.2341495301456,-61.7285807001253
2665,Santa fe,San Cristóbal,Balneario La Verde,0,0,0,0,0,1,0,0,1,8,--,--,--,--,SI,--,--,--,--,82091040.0,-29.9827373481556,-61.2428659094376
2666,Santa fe,San Cristóbal,Capivara,0,0,0,0,0,1,0,0,1,102,--,--,--,--,SI,--,--,--,--,82091050.0,-30.4615028173869,-61.2722735128607
2667,Santa fe,San Cristóbal,Ceres,1060,1939,0,0,0,0,0,541,3540,14499,SI,SI,--,--,--,SI,SI,SI,SI,82091060.0,-29.8823371283479,-61.9452374270961
2668,Santa fe,San Cristóbal,Colonia Bossi,56,0,0,136,720,0,0,3,915,111,SI,--,--,SI,--,SI,--,--,SI,82091080.0,-30.6691245233432,-61.7896030300364
2669,Santa fe,San Cristóbal,Hersilia,0,199,0,0,0,0,0,370,569,2780,--,SI,--,--,--,SI,SI,SI,SI,82091120.0,-30.0056765366847,-61.8396467676821
2670,Santa fe,San Cristóbal,Huanqueros,0,0,0,0,0,0,0,34,34,665,--,--,--,--,--,SI,--,--,SI,82091130.0,-30.0136747533996,-61.2192947646911
2671,Santa fe,San Cristóbal,La Cabral,0,0,0,0,1,1,0,2,4,161,--,--,--,--,SI,SI,SI,--,--,82091140.0,-30.0876438007142,-61.1797070550573
2672,Santa fe,San Cristóbal,La Rubia,0,31,0,0,0,0,0,12,43,299,--,SI,--,--,--,SI,SI,--,--,82091150.0,-30.1113966728017,-61.7927608545145
2673,Santa fe,San Cristóbal,Las Palmeras,0,0,0,0,0,0,0,97,97,545,--,--,--,--,--,SI,SI,--,SI,82091170.0,-30.6326345828984,-61.6277233886562
2674,Santa fe,San Cristóbal,Moisés Ville,0,352,0,207,0,0,0,0,559,2318,SI,SI,--,SI,--,SI,SI,SI,SI,82091180.0,-30.7182008702613,-61.469140085345
2675,Santa fe,San Cristóbal,Monigotes,0,0,0,45,0,0,0,12,57,347,--,--,--,SI,--,SI,SI,SI,SI,82091190.0,-30.4901359922347,-61.6348224695165
2676,Santa fe,San Cristóbal,Ñanducita,0,0,0,0,0,0,0,46,46,79,--,--,--,--,--,SI,--,--,--,82091200.0,-30.37245992257,-61.1326015812096
2677,Santa fe,San Cristóbal,Palacios,2,0,0,31,0,0,0,38,71,245,SI,--,--,SI,--,SI,--,SI,SI,82091210.0,-30.7106694051354,-61.6236952048733
2678,Santa fe,San Cristóbal,San Cristóbal,847,1242,0,597,0,1,0,595,3282,14389,SI,SI,--,SI,SI,SI,SI,SI,SI,82091220.0,-30.311687011314,-61.2386444593771
